Code,Item,Group,Region_Number,Region_Name,State_Name,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Average_Annual_Percent_Growth
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,Louisiana,2158,2461,2743,3239,3620,3976,4167,4046,4026,3978,4290,4555,4798,5481,5780,6498,6925,7412,7855,8227,8544,8728,8864,9123,6.5
1,Medicare/Personal Health Care (Millions of Dollars),State,1,New England,Maine,496,550,607,682,763,839,906,907,926,1000,1110,1158,1254,1384,1509,1802,1965,2101,2244,2285,2436,2513,2631,2791,7.8
1,Medicare/Personal Health Care (Millions of Dollars),State,2,Mideast,Maryland,2206,2531,2757,2970,3099,3264,3456,3692,3872,4122,4571,4902,5295,5805,6303,7274,7675,8325,8670,8945,9655,9951,10408,10857,7.2
1,Medicare/Personal Health Care (Millions of Dollars),State,1,New England,Massachusetts,3477,3973,4497,4921,5449,5887,6011,5786,5857,6057,6567,6903,7262,7859,8311,9601,10296,10961,11657,12092,12615,13219,13499,14152,6.3
1,Medicare/Personal Health Care (Millions of Dollars),State,3,Great Lakes,Michigan,4388,4945,5374,6093,6813,7299,7616,7592,7713,8082,9141,9729,10349,11398,12440,14360,15390,16630,17574,17967,18758,19479,20130,20970,7
1,Medicare/Personal Health Care (Millions of Dollars),State,4,Plains,Minnesota,1659,1840,1947,2108,2338,2533,2658,2706,2761,2979,3390,3681,3926,4369,4817,5701,6037,6484,6808,7079,7412,7812,8242,8801,7.5
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,Mississippi,1199,1396,1540,1758,2012,2270,2393,2228,2188,2297,2555,2749,3010,3379,3625,4285,4570,4909,5186,5403,5561,5743,5830,6053,7.3
1,Medicare/Personal Health Care (Millions of Dollars),State,4,Plains,Missouri,2522,2922,3207,3580,3888,4066,4254,4235,4281,4481,5003,5306,5630,6139,6618,7803,8418,8972,9527,9860,10266,10777,11113,11638,6.9
1,Medicare/Personal Health Care (Millions of Dollars),State,7,Rocky Mountains,Montana,318,360,401,434,470,485,517,515,536,573,650,673,727,805,877,1022,1101,1175,1223,1289,1341,1428,1515,1605,7.3
1,Medicare/Personal Health Care (Millions of Dollars),State,4,Plains,Nebraska,601,657,708,785,865,942,1022,1016,1073,1159,1297,1404,1494,1651,1797,2126,2238,2369,2487,2604,2702,2807,2915,3042,7.3
1,Medicare/Personal Health Care (Millions of Dollars),State,8,Far West,Nevada,503,583,690,798,889,987,1086,1090,1192,1275,1439,1631,1804,2054,2246,2572,2761,3052,3330,3568,3855,4101,4385,4695,10.2
1,Medicare/Personal Health Care (Millions of Dollars),State,1,New England,New Hampshire,386,444,483,550,616,672,717,723,717,789,895,961,1069,1173,1268,1500,1629,1770,1872,1944,2100,2197,2316,2431,8.3
1,Medicare/Personal Health Care (Millions of Dollars),State,2,Mideast,New Jersey,3962,4790,5216,5597,6074,6372,6872,7169,7564,8025,9165,9705,9680,9934,10745,12673,13808,14761,15467,15939,16671,17048,17633,18437,6.9
1,Medicare/Personal Health Care (Millions of Dollars),State,6,Southwest,New Mexico,503,556,604,695,786,860,907,907,935,972,1093,1216,1311,1450,1620,1936,2105,2294,2464,2587,2735,2875,2991,3126,8.3
1,Medicare/Personal Health Care (Millions of Dollars),State,2,Mideast,New York,9537,10605,11835,13052,14274,15278,16139,16325,16712,17518,18923,19984,20994,22791,24551,28103,30149,32316,34045,34955,36506,37615,38481,39926,6.4
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,North Carolina,2606,2966,3276,3725,4276,4663,4986,5062,5264,5561,6335,6898,7640,8551,9393,11307,12241,13121,14065,14771,15572,16278,17034,17640,8.7
1,Medicare/Personal Health Care (Millions of Dollars),State,4,Plains,North Dakota,252,292,318,347,379,383,397,390,403,418,464,506,536,593,630,745,753,820,837,871,953,1006,1045,1105,6.6
1,Medicare/Personal Health Care (Millions of Dollars),State,3,Great Lakes,Ohio,5173,5778,6214,6869,7552,8037,8478,8509,8555,9039,9983,10657,11479,12620,13685,15801,16786,18129,19257,19904,20878,21520,22413,23274,6.8
1,Medicare/Personal Health Care (Millions of Dollars),State,6,Southwest,Oklahoma,1405,1588,1738,2071,2395,2631,2772,2649,2679,2717,2943,3187,3519,3895,4200,5011,5306,5604,5882,6176,6345,6495,6645,6935,7.2
1,Medicare/Personal Health Care (Millions of Dollars),State,8,Far West,Oregon,1170,1327,1424,1514,1655,1773,1874,1880,1988,2172,2506,2684,2898,3150,3333,3942,4257,4634,4969,5181,5478,5779,6068,6506,7.7
1,Medicare/Personal Health Care (Millions of Dollars),State,2,Mideast,Pennsylvania,8597,8371,9282,9928,10719,11444,11998,11932,11953,12541,13554,14301,14779,15605,16938,19836,21198,22655,23828,24425,25397,26025,26823,27985,5.3
1,Medicare/Personal Health Care (Millions of Dollars),State,1,New England,Rhode Island,528,600,657,714,783,882,949,924,902,924,1031,1057,1100,1195,1275,1512,1604,1725,1828,1895,1931,1985,2063,2175,6.3
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,South Carolina,1228,1425,1607,1962,2148,2370,2556,2630,2755,2994,3425,3670,3949,4329,4775,5708,6164,6720,7197,7597,8004,8436,8858,9369,9.2
1,Medicare/Personal Health Care (Millions of Dollars),State,4,Plains,South Dakota,280,313,331,363,403,425,447,450,472,498,555,580,631,690,745,865,958,1019,1073,1113,1205,1256,1323,1414,7.3
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,Tennessee,2404,2765,3112,3514,3879,4182,4341,4096,4087,4337,4847,5295,5694,6281,6866,8472,8996,9666,10336,10709,11170,11614,11892,12506,7.4
1,Medicare/Personal Health Care (Millions of Dollars),State,6,Southwest,Texas,6151,7350,8349,9959,11582,12942,14062,13534,13052,13596,14977,16405,17930,20174,22465,26584,28617,30862,33318,34950,36738,38422,39859,41821,8.7
1,Medicare/Personal Health Care (Millions of Dollars),State,7,Rocky Mountains,Utah,429,500,570,636,738,801,835,807,811,873,1000,1093,1206,1382,1513,1811,1965,2099,2275,2384,2531,2684,2828,3028,8.9
1,Medicare/Personal Health Care (Millions of Dollars),State,1,New England,Vermont,199,225,247,277,311,332,350,353,375,413,462,484,511,555,600,734,799,859,917,976,1018,1077,1126,1180,8
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,Virginia,2230,2531,2753,3116,3390,3654,3907,3865,4015,4276,4778,5159,5594,6087,6584,7763,8409,9096,9698,10137,10831,11423,12033,12686,7.9
1,Medicare/Personal Health Care (Millions of Dollars),State,8,Far West,Washington,1915,2174,2306,2510,2727,2900,3105,3098,3201,3451,3822,4159,4381,4900,5319,6239,6696,7283,7931,8224,8714,9339,9812,10313,7.6
1,Medicare/Personal Health Care (Millions of Dollars),State,5,Southeast,West Virginia,943,1092,1137,1251,1359,1499,1567,1549,1560,1627,1827,1928,2053,2277,2402,2830,3099,3363,3494,3598,3769,3903,4046,4221,6.7
1,Medicare/Personal Health Care (Millions of Dollars),State,3,Great Lakes,Wisconsin,1965,2197,2338,2562,2804,3002,3183,3175,3216,3427,3854,4142,4505,4986,5406,6382,6888,7447,7892,8108,8508,8917,9264,9827,7.3
1,Medicare/Personal Health Care (Millions of Dollars),State,7,Rocky Mountains,Wyoming,146,164,194,217,246,252,261,257,278,294,323,336,376,416,445,520,545,579,627,676,718,761,790,833,7.9
2,Medicare/Hospital Care (Millions of Dollars),United States,0,United States,,73322,83068,91524,99879,108286,114540,119392,118145,121103,123371,135048,143531,150885,162721,176395,184675,193081,205470,214435,219751,228379,238391,246233,252754,5.5
2,Medicare/Hospital Care (Millions of Dollars),Region,1,New England,,4426,4950,5411,5787,6302,6675,6824,6721,6863,7062,7719,8048,8562,9251,9730,10186,10719,11334,11941,12198,12752,13487,14033,14439,5.3
2,Medicare/Hospital Care (Millions of Dollars),Region,2,Mideast,,16444,17532,19605,20974,22245,23158,24000,24279,25142,25554,27720,29223,29750,31263,33814,35059,36774,38835,39865,40231,41326,42156,43124,44004,4.4
2,Medicare/Hospital Care (Millions of Dollars),Region,3,Great Lakes,,12386,14135,15331,16675,18113,19033,19670,19488,19777,20121,22225,23464,24751,26953,29218,30607,31631,33430,34988,35476,36742,38083,39258,39943,5.2
2,Medicare/Hospital Care (Millions of Dollars),Region,4,Plains,,5169,5905,6373,6859,7415,7749,8122,8070,8339,8538,9363,9940,10487,11329,12417,12865,13421,14125,14719,15194,15891,16731,17533,18316,5.7
2,Medicare/Hospital Care (Millions of Dollars),Region,5,Southeast,,17324,20267,22220,24746,27357,29349,30770,30010,30522,31336,34527,36792,38843,42457,45783,48062,50350,53349,55851,57122,59150,62178,63855,65629,6
2,Medicare/Hospital Care (Millions of Dollars),Region,6,Southwest,,6026,7068,7900,8979,9954,10691,11191,11020,11273,11295,12390,13639,14711,16098,17643,18557,19411,20679,21879,22680,23794,24937,25637,26535,6.7
2,Medicare/Hospital Care (Millions of Dollars),Region,7,Rocky Mountains,,1539,1767,1974,2131,2366,2474,2575,2531,2681,2706,2920,3150,3370,3743,4119,4336,4543,4772,5039,5281,5586,5941,6287,6656,6.6
2,Medicare/Hospital Care (Millions of Dollars),Region,8,Far West,,10008,11442,12711,13728,14536,15411,16240,16026,16507,16758,18183,19275,20410,21626,23671,25002,26231,28946,30153,31569,33140,34877,36505,37232,5.9
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,Alabama,1244,1437,1595,1750,1904,2014,2080,1995,2023,2059,2239,2425,2560,2802,2992,3114,3195,3353,3403,3396,3497,3670,3805,3908,5.1
2,Medicare/Hospital Care (Millions of Dollars),State,8,Far West,Alaska,65,79,88,98,117,127,135,134,147,159,171,187,201,225,236,261,268,297,328,334,369,389,428,452,8.8
2,Medicare/Hospital Care (Millions of Dollars),State,6,Southwest,Arizona,1084,1119,1225,1315,1416,1495,1525,1471,1522,1625,1804,2003,2197,2499,2832,3008,3233,3545,3794,3930,4132,4262,4422,4526,6.4
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,Arkansas,818,878,920,1023,1126,1208,1272,1268,1270,1295,1457,1554,1645,1790,1946,2006,2143,2229,2298,2305,2412,2521,2546,2627,5.2
2,Medicare/Hospital Care (Millions of Dollars),State,8,Far West,California,7504,8558,9622,10443,10963,11625,12192,12032,12287,12353,13292,13974,14832,15426,16999,18012,18923,20967,21648,22792,23846,24981,26055,26270,5.6
2,Medicare/Hospital Care (Millions of Dollars),State,7,Rocky Mountains,Colorado,730,835,917,1003,1107,1161,1192,1165,1254,1225,1298,1441,1526,1690,1866,1957,2042,2160,2274,2406,2515,2665,2768,2931,6.2
2,Medicare/Hospital Care (Millions of Dollars),State,1,New England,Connecticut,1040,1163,1256,1344,1483,1552,1570,1565,1607,1659,1806,1911,2028,2232,2286,2413,2510,2651,2774,2744,2870,2977,3165,3266,5.1
2,Medicare/Hospital Care (Millions of Dollars),State,2,Mideast,Delaware,240,214,239,257,264,289,300,329,339,349,394,428,460,533,560,581,625,691,695,713,756,780,852,898,5.9
2,Medicare/Hospital Care (Millions of Dollars),State,2,Mideast,District of Columbia,219,247,274,294,302,322,338,369,360,365,350,359,369,400,429,435,432,455,457,458,473,489,503,506,3.7
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,Florida,4524,5534,6219,6915,7551,8023,8401,8042,8169,8546,9371,9888,10288,11074,11835,12619,13393,14265,14948,15239,15610,16629,16879,17527,6.1
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,Georgia,1655,1950,2026,2185,2503,2652,2786,2651,2734,2770,3003,3238,3447,3861,4182,4465,4661,4899,5242,5450,5571,5843,6093,6254,5.9
2,Medicare/Hospital Care (Millions of Dollars),State,8,Far West,Hawaii,229,258,283,313,349,361,390,370,391,415,468,485,508,551,577,597,595,664,678,714,773,806,801,837,5.8
2,Medicare/Hospital Care (Millions of Dollars),State,7,Rocky Mountains,Idaho,214,256,279,306,336,367,393,396,419,437,476,505,542,592,660,702,720,764,817,845,930,999,1067,1138,7.5
2,Medicare/Hospital Care (Millions of Dollars),State,3,Great Lakes,Illinois,3470,3960,4317,4749,5081,5371,5460,5360,5436,5526,6054,6344,6592,7113,7638,8057,8377,8864,9150,9238,9619,9941,10153,10298,4.8
2,Medicare/Hospital Care (Millions of Dollars),State,3,Great Lakes,Indiana,1494,1801,1970,2098,2289,2357,2546,2545,2495,2536,2807,2908,3111,3411,3724,3884,3998,4311,4583,4620,4849,5125,5311,5451,5.8
2,Medicare/Hospital Care (Millions of Dollars),State,4,Plains,Iowa,858,952,1007,1062,1120,1188,1252,1249,1293,1339,1483,1535,1591,1711,1926,2026,2106,2206,2266,2311,2425,2554,2671,2762,5.2
2,Medicare/Hospital Care (Millions of Dollars),State,4,Plains,Kansas,731,834,900,974,1081,1128,1176,1162,1184,1206,1304,1381,1515,1620,1720,1752,1831,1927,1989,2063,2150,2234,2319,2411,5.3
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,Kentucky,1086,1221,1332,1482,1600,1735,1845,1818,1792,1860,2104,2259,2381,2595,2875,3014,3169,3430,3528,3612,3793,3943,3998,4048,5.9
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,Louisiana,1394,1592,1745,1981,2154,2278,2361,2366,2393,2298,2494,2658,2738,3082,3228,3205,3314,3474,3612,3771,3890,3991,4084,4137,4.8
2,Medicare/Hospital Care (Millions of Dollars),State,1,New England,Maine,326,352,383,416,452,490,527,539,564,596,664,691,749,821,903,958,1043,1093,1160,1163,1240,1281,1341,1385,6.5
2,Medicare/Hospital Care (Millions of Dollars),State,2,Mideast,Maryland,1445,1696,1863,1932,1925,1968,2046,2264,2398,2497,2762,2982,3177,3482,3773,4100,4275,4615,4680,4732,5135,5252,5502,5607,6.1
2,Medicare/Hospital Care (Millions of Dollars),State,1,New England,Massachusetts,2326,2608,2877,3054,3313,3494,3533,3444,3498,3574,3872,4025,4252,4536,4737,4884,5109,5381,5709,5884,6116,6574,6703,6897,4.8
2,Medicare/Hospital Care (Millions of Dollars),State,3,Great Lakes,Michigan,2723,3120,3398,3786,4220,4471,4594,4590,4718,4778,5384,5725,5964,6501,7087,7404,7624,7955,8345,8539,8757,9066,9306,9495,5.6
2,Medicare/Hospital Care (Millions of Dollars),State,4,Plains,Minnesota,1130,1254,1307,1366,1510,1611,1689,1741,1794,1840,2041,2227,2361,2605,2911,3028,3154,3358,3495,3680,3882,4106,4390,4649,6.3
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,Mississippi,743,872,938,1048,1250,1411,1478,1376,1353,1382,1509,1578,1689,1885,2052,2127,2221,2392,2482,2569,2638,2765,2800,2878,6.1
2,Medicare/Hospital Care (Millions of Dollars),State,4,Plains,Missouri,1678,1983,2201,2414,2568,2622,2740,2673,2749,2785,3035,3172,3297,3513,3814,3954,4159,4335,4572,4646,4777,5026,5170,5370,5.2
2,Medicare/Hospital Care (Millions of Dollars),State,7,Rocky Mountains,Montana,217,247,279,296,309,312,333,334,353,368,411,424,455,504,561,579,616,657,670,704,739,792,859,899,6.4
2,Medicare/Hospital Care (Millions of Dollars),State,4,Plains,Nebraska,407,453,491,538,588,637,679,668,717,752,825,899,943,1027,1128,1168,1197,1253,1303,1361,1395,1460,1530,1575,6.1
2,Medicare/Hospital Care (Millions of Dollars),State,8,Far West,Nevada,278,327,389,445,495,539,590,578,620,636,716,823,900,983,1089,1144,1214,1339,1484,1570,1677,1797,1877,2027,9
2,Medicare/Hospital Care (Millions of Dollars),State,1,New England,New Hampshire,261,296,317,358,394,423,438,443,435,474,530,565,637,686,742,811,874,944,979,1002,1105,1172,1249,1297,7.2
2,Medicare/Hospital Care (Millions of Dollars),State,2,Mideast,New Jersey,2457,3117,3416,3562,3750,3853,4105,4284,4601,4697,5395,5674,5484,5313,5707,5964,6410,6712,6790,6887,7005,7167,7323,7654,5.1
2,Medicare/Hospital Care (Millions of Dollars),State,6,Southwest,New Mexico,319,353,375,426,470,504,519,526,570,558,620,689,718,758,850,910,972,1046,1106,1160,1198,1269,1320,1382,6.6
2,Medicare/Hospital Care (Millions of Dollars),State,2,Mideast,New York,6207,6903,7771,8569,9290,9666,9921,9863,10241,10264,10849,11356,11803,12748,13791,14134,14814,15706,16276,16343,16601,16961,17103,17267,4.5
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,North Carolina,1590,1874,2064,2291,2654,2866,3021,3080,3190,3224,3596,3856,4242,4754,5204,5433,5744,6038,6419,6611,6901,7222,7491,7633,7.1
2,Medicare/Hospital Care (Millions of Dollars),State,4,Plains,North Dakota,169,207,232,250,274,274,283,274,282,284,310,344,362,400,430,430,437,489,491,511,580,624,661,699,6.4
2,Medicare/Hospital Care (Millions of Dollars),State,3,Great Lakes,Ohio,3382,3802,4103,4406,4764,4988,5132,5060,5124,5206,5664,6004,6392,6973,7570,7877,8073,8516,8987,9095,9388,9618,9962,10026,4.8
2,Medicare/Hospital Care (Millions of Dollars),State,6,Southwest,Oklahoma,944,1070,1142,1307,1431,1528,1579,1569,1618,1578,1686,1850,2047,2220,2363,2484,2562,2675,2735,2858,2972,3086,3170,3277,5.6
2,Medicare/Hospital Care (Millions of Dollars),State,8,Far West,Oregon,735,848,895,919,1001,1054,1114,1121,1199,1252,1427,1495,1607,1752,1848,1907,2009,2124,2205,2275,2399,2519,2687,2816,6
2,Medicare/Hospital Care (Millions of Dollars),State,2,Mideast,Pennsylvania,5875,5356,6042,6360,6714,7060,7290,7170,7202,7383,7971,8425,8457,8786,9554,9845,10219,10655,10967,11097,11355,11506,11843,12072,3.2
2,Medicare/Hospital Care (Millions of Dollars),State,1,New England,Rhode Island,339,380,414,433,462,507,537,508,516,498,562,558,582,639,692,710,734,780,803,843,839,866,930,931,4.5
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,South Carolina,772,891,996,1169,1309,1444,1544,1601,1690,1791,2022,2136,2255,2424,2667,2799,2901,3108,3287,3420,3550,3696,3824,3946,7.3
2,Medicare/Hospital Care (Millions of Dollars),State,4,Plains,South Dakota,195,223,235,253,274,290,304,304,321,333,364,381,418,455,489,505,536,557,601,622,683,729,793,852,6.6
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,Tennessee,1409,1620,1809,2063,2262,2444,2524,2408,2411,2500,2768,2987,3138,3382,3661,3912,3980,4208,4360,4361,4531,4785,4833,4934,5.6
2,Medicare/Hospital Care (Millions of Dollars),State,6,Southwest,Texas,3680,4526,5157,5931,6636,7164,7569,7455,7563,7534,8280,9096,9748,10621,11598,12154,12644,13413,14244,14731,15491,16320,16727,17349,7
2,Medicare/Hospital Care (Millions of Dollars),State,7,Rocky Mountains,Utah,277,316,362,380,451,474,493,472,472,488,534,575,614,701,758,805,860,873,925,942,996,1053,1143,1216,6.6
2,Medicare/Hospital Care (Millions of Dollars),State,1,New England,Vermont,134,151,164,181,198,209,220,221,243,262,284,298,313,337,370,411,449,484,516,561,582,618,645,663,7.2
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,Virginia,1462,1661,1801,2003,2136,2267,2409,2372,2449,2549,2782,2977,3167,3377,3640,3798,4021,4273,4512,4599,4883,5172,5467,5683,6.1
2,Medicare/Hospital Care (Millions of Dollars),State,8,Far West,Washington,1196,1371,1433,1511,1611,1704,1818,1790,1862,1943,2109,2310,2364,2690,2922,3083,3221,3554,3810,3883,4076,4386,4658,4831,6.3
2,Medicare/Hospital Care (Millions of Dollars),State,5,Southeast,West Virginia,626,738,774,835,908,1004,1049,1032,1048,1060,1182,1236,1291,1430,1499,1569,1610,1680,1761,1789,1872,1941,2036,2054,5.3
2,Medicare/Hospital Care (Millions of Dollars),State,3,Great Lakes,Wisconsin,1316,1452,1544,1636,1759,1846,1938,1932,2005,2076,2316,2484,2692,2955,3200,3385,3559,3785,3923,3984,4129,4333,4527,4672,5.7
2,Medicare/Hospital Care (Millions of Dollars),State,7,Rocky Mountains,Wyoming,101,112,137,146,162,160,165,164,183,187,201,205,233,255,274,293,306,319,354,383,405,431,450,471,6.9
3,Medicare/Physician & Clinical Services (Millions of Dollars),United States,0,United States,,32021,33700,35320,38798,42262,44649,47663,50240,53823,58729,63727,68041,73536,80551,85587,91356,95963,103803,112008,115758,122204,128104,132064,137923,6.6
3,Medicare/Physician & Clinical Services (Millions of Dollars),Region,1,New England,,1565,1664,1747,1873,2082,2240,2378,2498,2669,2866,3044,3164,3321,3603,3736,3993,4238,4474,4720,4922,5111,5355,5455,5779,5.8
3,Medicare/Physician & Clinical Services (Millions of Dollars),Region,2,Mideast,,6520,6853,7102,7642,8450,8905,9536,10084,10617,11414,12164,12814,13657,14724,15625,17004,18056,19340,20518,20782,21835,22552,23070,23818,5.8
3,Medicare/Physician & Clinical Services (Millions of Dollars),Region,3,Great Lakes,,4891,5142,5299,5864,6345,6592,7026,7459,7887,8602,9408,9929,10722,11642,12324,13225,14042,15158,16169,16327,17057,17771,18204,19014,6.1
3,Medicare/Physician & Clinical Services (Millions of Dollars),Region,4,Plains,,1893,1973,2038,2229,2416,2483,2587,2798,2926,3276,3631,3776,4014,4423,4647,4993,5243,5508,5773,5933,6161,6495,6639,6881,5.8
3,Medicare/Physician & Clinical Services (Millions of Dollars),Region,5,Southeast,,8427,8876,9355,10572,11363,12007,12878,13517,14458,15721,17189,18345,20281,22589,24310,25781,26977,28980,31420,33045,35080,36655,37671,39337,6.9
