Code,Item,Group,Region_Number,REGION_NAME,State_Name,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Average_Annual_Percent_Growth
11,Medicaid Enrollee Population (Thousands),State,5,Southeast,Georgia,681,789,861,936,980,983,962,952,944,917,1023,1139,1282,1342,1387,1320,1246,1292,1416,1472,1514,1577,1596,1685,4
11,Medicaid Enrollee Population (Thousands),State,8,Far West,Hawaii,78,87,94,78,39,40,60,143,165,154,150,156,166,174,179,179,176,184,206,228,242,251,257,291,5.9
11,Medicaid Enrollee Population (Thousands),State,7,Rocky Mountains,Idaho,58,73,82,90,92,90,83,83,90,109,129,142,154,163,167,170,169,165,178,191,213,219,222,218,5.9
11,Medicaid Enrollee Population (Thousands),State,3,Great Lakes,Illinois,1307,1396,1476,1557,1591,1554,1517,1446,1345,1390,1454,1594,1752,1864,1968,1893,1964,2190,2357,2489,2576,2674,2704,3105,3.8
11,Medicaid Enrollee Population (Thousands),State,3,Great Lakes,Indiana,362,433,474,498,508,460,447,459,519,575,636,679,705,742,770,787,805,852,926,978,979,1015,1041,1070,4.8
11,Medicaid Enrollee Population (Thousands),State,4,Plains,Iowa,220,229,237,248,244,238,242,249,223,227,248,267,283,300,312,348,361,381,420,452,481,506,518,606,4.5
11,Medicaid Enrollee Population (Thousands),State,4,Plains,Kansas,176,143,190,176,206,200,188,179,189,199,214,230,249,261,270,273,268,271,288,317,339,350,355,352,3.1
11,Medicaid Enrollee Population (Thousands),State,5,Southeast,Kentucky,470,511,535,545,549,548,536,526,524,551,577,600,631,650,659,671,682,692,733,756,768,771,776,1058,3.6
11,Medicaid Enrollee Population (Thousands),State,5,Southeast,Louisiana,569,599,622,635,633,615,587,578,608,638,691,767,821,867,905,913,887,933,991,1055,1084,1127,1136,1128,3
11,Medicaid Enrollee Population (Thousands),State,1,New England,Maine,141,152,156,157,155,156,153,155,159,164,220,305,236,253,263,270,294,296,308,325,338,326,319,315,3.5
11,Medicaid Enrollee Population (Thousands),State,2,Mideast,Maryland,365,396,417,438,456,567,761,473,510,480,503,536,581,609,620,602,596,619,721,811,885,940,975,1143,5.1
11,Medicaid Enrollee Population (Thousands),State,1,New England,Massachusetts,698,460,516,513,513,514,539,602,607,614,642,673,630,641,671,689,708,867,932,960,1128,1277,1312,1542,3.5
11,Medicaid Enrollee Population (Thousands),State,3,Great Lakes,Michigan,1108,1124,1168,1178,1149,1123,1094,1084,1068,1062,1131,1210,1278,1377,1447,1489,1547,1586,1701,1894,1934,1879,1881,2110,2.8
11,Medicaid Enrollee Population (Thousands),State,4,Plains,Minnesota,358,386,412,435,450,479,469,449,457,470,500,530,563,579,590,595,610,628,694,743,852,891,908,1053,4.8
11,Medicaid Enrollee Population (Thousands),State,5,Southeast,Mississippi,427,416,455,452,449,440,420,410,440,488,565,594,611,659,668,629,603,612,626,639,653,653,661,683,2.1
11,Medicaid Enrollee Population (Thousands),State,4,Plains,Missouri,469,527,575,621,639,628,619,629,688,765,822,870,908,941,918,827,817,819,853,900,938,932,917,910,2.9
11,Medicaid Enrollee Population (Thousands),State,7,Rocky Mountains,Montana,62,66,71,74,75,74,69,67,69,71,76,79,83,86,86,84,82,82,88,103,107,110,115,113,2.7
11,Medicaid Enrollee Population (Thousands),State,4,Plains,Nebraska,113,127,132,133,136,142,152,161,175,181,194,204,176,182,179,182,183,183,197,201,204,213,217,213,2.8
11,Medicaid Enrollee Population (Thousands),State,8,Far West,Nevada,53,67,76,86,94,94,86,92,100,104,114,149,171,185,178,175,178,192,223,268,295,308,322,428,9.5
11,Medicaid Enrollee Population (Thousands),State,1,New England,New Hampshire,51,61,66,72,80,80,79,78,83,83,84,91,101,106,109,111,114,118,129,136,138,139,137,144,4.6
11,Medicaid Enrollee Population (Thousands),State,2,Mideast,New Jersey,574,632,673,694,710,709,694,681,664,682,696,706,726,741,764,798,813,827,865,912,975,1013,1014,1483,4.2
11,Medicaid Enrollee Population (Thousands),State,6,Southwest,New Mexico,134,151,161,208,234,246,259,264,291,312,333,374,401,418,405,399,408,435,462,525,542,560,568,702,7.5
11,Medicaid Enrollee Population (Thousands),State,2,Mideast,New York,2318,2441,2589,2714,2774,2751,2732,2667,2793,2790,2903,3444,3736,3928,4195,4161,4090,4169,4495,4754,4915,5022,5189,5286,3.6
11,Medicaid Enrollee Population (Thousands),State,5,Southeast,North Carolina,591,692,766,821,879,905,917,917,928,974,1067,1122,1178,1222,1251,1293,1311,1366,1469,1539,1581,1628,1650,1649,4.6
11,Medicaid Enrollee Population (Thousands),State,4,Plains,North Dakota,37,51,53,51,50,49,47,45,45,46,48,54,55,53,53,52,52,54,60,65,65,65,65,76,3.1
11,Medicaid Enrollee Population (Thousands),State,3,Great Lakes,Ohio,1230,1326,1330,1333,1293,1219,1124,1060,1024,1067,1228,1347,1471,1523,1610,1648,1644,1679,1801,1937,2001,2158,2233,2559,3.2
11,Medicaid Enrollee Population (Thousands),State,6,Southwest,Oklahoma,272,304,316,322,324,308,279,299,373,408,437,455,481,489,505,531,556,559,616,673,699,734,748,735,4.4
11,Medicaid Enrollee Population (Thousands),State,8,Far West,Oregon,210,238,268,305,309,338,375,376,381,392,423,454,422,418,405,396,381,399,449,519,596,621,627,964,6.9
11,Medicaid Enrollee Population (Thousands),State,2,Mideast,Pennsylvania,1154,1270,1350,1422,1464,1454,1424,1421,1447,1378,1382,1438,1506,1611,1706,1720,1724,1830,1953,2056,2139,2147,2172,2150,2.7
11,Medicaid Enrollee Population (Thousands),State,1,New England,Rhode Island,152,187,154,109,127,124,122,125,136,149,145,151,157,161,162,162,160,155,164,175,174,164,167,207,1.3
11,Medicaid Enrollee Population (Thousands),State,5,Southeast,South Carolina,310,354,394,422,441,458,485,553,586,631,702,758,836,813,813,748,705,705,739,776,816,875,937,922,4.9
11,Medicaid Enrollee Population (Thousands),State,4,Plains,South Dakota,51,57,59,61,62,63,62,63,70,74,80,85,89,91,93,94,96,96,101,106,107,108,108,108,3.3
11,Medicaid Enrollee Population (Thousands),State,5,Southeast,Tennessee,723,822,904,988,1372,1336,1316,1288,1336,1360,1458,1442,1365,1374,1333,1240,1250,1251,1277,1294,1316,1323,1325,1348,2.7
11,Medicaid Enrollee Population (Thousands),State,6,Southwest,Texas,1548,1827,2007,2114,2139,2114,2030,1932,1893,1954,2065,2417,2770,2939,3028,3045,3176,3243,3498,3793,4027,4090,4095,4136,4.4
11,Medicaid Enrollee Population (Thousands),State,7,Rocky Mountains,Utah,103,118,129,136,137,126,107,131,133,134,141,159,192,205,213,206,197,203,234,253,274,282,283,296,4.7
11,Medicaid Enrollee Population (Thousands),State,1,New England,Vermont,64,69,73,81,86,92,103,109,113,121,125,128,129,129,128,127,127,138,152,163,166,168,171,176,4.5
11,Medicaid Enrollee Population (Thousands),State,5,Southeast,Virginia,407,476,523,560,576,573,557,541,540,534,535,553,595,650,687,700,701,723,782,840,868,912,944,928,3.7
11,Medicaid Enrollee Population (Thousands),State,8,Far West,Washington,452,512,563,611,665,702,726,720,714,770,822,903,942,931,953,948,928,954,1013,1117,1148,1157,1177,1539,5.5
11,Medicaid Enrollee Population (Thousands),State,5,Southeast,West Virginia,234,253,268,282,298,276,231,282,267,260,267,283,297,303,308,318,320,327,341,351,355,354,359,495,3.3
11,Medicaid Enrollee Population (Thousands),State,3,Great Lakes,Wisconsin,469,483,494,498,492,471,436,415,425,476,484,552,664,726,762,777,785,826,956,1050,1067,1060,1055,1039,3.5
11,Medicaid Enrollee Population (Thousands),State,7,Rocky Mountains,Wyoming,30,35,37,38,38,37,35,35,36,37,43,51,57,59,62,61,59,59,64,68,69,68,68,69,3.7
