Code,Item,Group,Region_Number,REGION_NAME,State_Name,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Average_Annual_Percent_Growth
11,Medicare Enrollee Population (Thousands),State,8,Far West,California,3352,3421,3499,3562,3633,3697,3738,3783,3831,3894,3945,3999,4063,4122,4201,4275,4369,4492,4620,4757,4901,5111,5294,5476,2.2
11,Medicare Enrollee Population (Thousands),State,7,Rocky Mountains,Colorado,369,382,396,410,421,433,442,451,458,468,476,484,494,507,522,540,558,579,602,625,650,688,722,755,3.2
11,Medicare Enrollee Population (Thousands),State,1,New England,Connecticut,476,483,490,497,502,506,508,510,511,514,515,517,521,523,525,530,537,549,558,568,577,595,608,619,1.2
11,Medicare Enrollee Population (Thousands),State,2,Mideast,Delaware,91,93,96,98,101,103,106,108,110,112,114,117,120,123,128,132,136,141,145,149,154,161,168,175,2.9
11,Medicare Enrollee Population (Thousands),State,2,Mideast,District of Columbia,78,78,79,78,78,77,76,76,75,75,74,74,73,73,73,74,74,75,77,78,80,82,84,87,0.5
11,Medicare Enrollee Population (Thousands),State,5,Southeast,Florida,2402,2455,2519,2583,2628,2685,2728,2761,2787,2823,2859,2894,2945,2997,3046,3080,3133,3212,3289,3375,3472,3621,3757,3900,2.1
11,Medicare Enrollee Population (Thousands),State,5,Southeast,Georgia,750,771,793,814,833,852,869,885,900,918,936,955,975,1000,1039,1075,1111,1153,1194,1236,1281,1351,1411,1469,3
11,Medicare Enrollee Population (Thousands),State,8,Far West,Hawaii,131,136,141,145,149,153,156,159,162,165,168,171,175,178,182,185,189,194,200,206,213,222,230,237,2.6
11,Medicare Enrollee Population (Thousands),State,7,Rocky Mountains,Idaho,135,139,143,146,150,153,156,159,162,166,169,173,179,185,192,200,207,214,222,230,238,250,261,271,3.1
11,Medicare Enrollee Population (Thousands),State,3,Great Lakes,Illinois,1553,1574,1592,1606,1617,1623,1622,1626,1623,1630,1634,1641,1656,1673,1691,1713,1741,1775,1806,1839,1872,1935,1982,2026,1.2
11,Medicare Enrollee Population (Thousands),State,3,Great Lakes,Indiana,775,789,803,814,823,831,835,841,844,852,858,865,877,889,905,923,941,964,985,1006,1027,1065,1094,1124,1.6
11,Medicare Enrollee Population (Thousands),State,4,Plains,Iowa,461,465,469,472,474,475,476,476,475,476,477,479,482,485,490,495,500,506,512,517,523,537,549,561,0.9
11,Medicare Enrollee Population (Thousands),State,4,Plains,Kansas,368,373,377,380,383,386,388,389,389,390,391,391,394,398,402,406,412,418,425,433,439,454,465,477,1.1
11,Medicare Enrollee Population (Thousands),State,5,Southeast,Kentucky,543,554,565,575,586,596,603,610,615,623,630,637,649,661,678,695,711,728,743,760,777,804,826,846,1.9
11,Medicare Enrollee Population (Thousands),State,5,Southeast,Louisiana,541,551,562,572,581,587,593,596,597,601,605,612,620,628,610,624,639,656,671,687,703,729,751,772,1.6
11,Medicare Enrollee Population (Thousands),State,1,New England,Maine,186,190,194,198,201,205,208,211,213,217,219,223,227,231,235,241,247,253,259,265,271,282,291,299,2.1
11,Medicare Enrollee Population (Thousands),State,2,Mideast,Maryland,554,567,580,592,602,612,620,628,634,646,654,663,673,683,695,708,723,745,764,785,807,845,876,905,2.2
11,Medicare Enrollee Population (Thousands),State,1,New England,Massachusetts,879,895,911,923,933,943,947,951,952,958,958,960,961,965,971,982,997,1019,1039,1061,1085,1126,1158,1189,1.3
11,Medicare Enrollee Population (Thousands),State,3,Great Lakes,Michigan,1257,1282,1306,1327,1347,1361,1370,1379,1386,1401,1410,1423,1442,1462,1483,1511,1541,1580,1615,1651,1689,1754,1805,1853,1.7
11,Medicare Enrollee Population (Thousands),State,4,Plains,Minnesota,597,606,616,624,631,636,639,644,647,654,659,667,675,686,698,713,729,749,767,786,804,836,862,888,1.7
11,Medicare Enrollee Population (Thousands),State,5,Southeast,Mississippi,371,378,384,390,397,403,407,411,414,419,424,429,437,446,454,462,469,479,488,497,507,524,537,549,1.7
11,Medicare Enrollee Population (Thousands),State,4,Plains,Missouri,792,804,815,824,833,840,845,851,854,861,867,874,885,897,912,930,946,966,985,1004,1022,1058,1086,1113,1.5
11,Medicare Enrollee Population (Thousands),State,7,Rocky Mountains,Montana,120,123,125,128,130,132,133,134,135,137,138,140,143,145,148,152,156,160,165,170,174,182,188,195,2.1
11,Medicare Enrollee Population (Thousands),State,4,Plains,Nebraska,240,242,245,247,249,250,251,252,252,253,255,256,257,259,261,264,268,271,276,279,283,291,298,306,1.1
11,Medicare Enrollee Population (Thousands),State,8,Far West,Nevada,151,161,172,184,194,205,214,223,232,243,254,264,277,287,297,307,318,330,343,357,372,394,414,435,4.7
11,Medicare Enrollee Population (Thousands),State,1,New England,New Hampshire,141,145,149,152,156,159,162,165,167,170,173,176,182,186,192,198,204,212,217,223,229,241,250,259,2.7
11,Medicare Enrollee Population (Thousands),State,2,Mideast,New Jersey,1109,1126,1142,1156,1168,1177,1182,1189,1191,1200,1204,1209,1214,1220,1227,1242,1257,1283,1304,1327,1352,1398,1430,1462,1.2
11,Medicare Enrollee Population (Thousands),State,6,Southwest,New Mexico,186,192,199,205,211,216,221,225,229,234,239,244,250,258,267,276,285,294,304,313,322,336,349,361,2.9
11,Medicare Enrollee Population (Thousands),State,2,Mideast,New York,2529,2556,2583,2606,2630,2644,2652,2666,2678,2699,2712,2731,2744,2759,2776,2805,2841,2891,2937,2988,3041,3138,3211,3278,1.1
11,Medicare Enrollee Population (Thousands),State,5,Southeast,North Carolina,917,944,973,1001,1027,1051,1074,1094,1114,1136,1158,1182,1210,1240,1277,1318,1359,1405,1448,1490,1533,1604,1663,1719,2.8
11,Medicare Enrollee Population (Thousands),State,4,Plains,North Dakota,100,101,102,102,103,103,103,103,103,103,103,103,103,103,104,104,105,107,108,109,110,112,114,117,0.7
11,Medicare Enrollee Population (Thousands),State,3,Great Lakes,Ohio,1571,1598,1626,1647,1666,1679,1683,1689,1689,1699,1703,1711,1725,1738,1754,1778,1805,1841,1870,1901,1934,2003,2055,2108,1.3
11,Medicare Enrollee Population (Thousands),State,6,Southwest,Oklahoma,458,466,474,481,488,493,497,501,503,508,511,515,522,530,541,554,565,578,592,603,615,636,650,665,1.6
11,Medicare Enrollee Population (Thousands),State,8,Far West,Oregon,434,445,454,462,469,474,477,481,484,491,498,506,515,527,540,553,567,584,602,621,640,672,700,728,2.3
11,Medicare Enrollee Population (Thousands),State,2,Mideast,Pennsylvania,1985,2014,2041,2057,2071,2082,2085,2089,2086,2093,2093,2099,2108,2117,2132,2156,2184,2221,2252,2283,2312,2385,2437,2489,1
11,Medicare Enrollee Population (Thousands),State,1,New England,Rhode Island,161,163,165,167,168,169,169,170,170,172,172,172,172,172,172,174,175,178,180,183,186,191,196,200,0.9
11,Medicare Enrollee Population (Thousands),State,5,Southeast,South Carolina,454,468,482,496,509,522,535,546,557,570,582,594,609,627,651,674,697,724,749,774,799,840,875,910,3.1
11,Medicare Enrollee Population (Thousands),State,4,Plains,South Dakota,111,113,114,116,117,117,118,118,119,119,120,121,122,123,125,127,129,132,134,137,139,143,147,152,1.4
11,Medicare Enrollee Population (Thousands),State,5,Southeast,Tennessee,706,722,739,755,771,786,797,807,817,831,844,857,874,894,922,949,975,1004,1031,1058,1086,1133,1170,1206,2.4
11,Medicare Enrollee Population (Thousands),State,6,Southwest,Texas,1873,1923,1977,2030,2080,2125,2163,2196,2227,2269,2303,2342,2395,2458,2545,2626,2708,2802,2900,3001,3104,3256,3388,3516,2.8
11,Medicare Enrollee Population (Thousands),State,7,Rocky Mountains,Utah,166,171,177,182,187,192,195,198,202,206,211,215,221,228,237,246,254,264,274,283,292,307,320,333,3.1
11,Medicare Enrollee Population (Thousands),State,1,New England,Vermont,76,77,79,81,83,84,86,87,88,89,90,91,93,94,96,99,102,105,108,112,115,120,124,128,2.3
11,Medicare Enrollee Population (Thousands),State,5,Southeast,Virginia,741,760,781,800,818,836,849,865,877,895,911,928,947,967,993,1018,1045,1079,1110,1141,1173,1227,1269,1311,2.5
11,Medicare Enrollee Population (Thousands),State,8,Far West,Washington,630,645,659,673,688,701,709,718,724,736,747,760,777,797,821,847,873,903,938,972,1005,1056,1100,1146,2.6
11,Medicare Enrollee Population (Thousands),State,5,Southeast,West Virginia,312,317,322,326,330,332,333,334,335,337,339,343,347,350,355,361,367,373,377,382,386,397,404,411,1.2
11,Medicare Enrollee Population (Thousands),State,3,Great Lakes,Wisconsin,723,734,745,753,762,767,770,775,777,783,787,794,803,814,826,840,854,874,892,911,931,966,994,1023,1.5
11,Medicare Enrollee Population (Thousands),State,7,Rocky Mountains,Wyoming,53,55,57,58,60,61,63,64,64,65,66,67,68,70,71,72,74,76,78,80,82,86,89,92,2.4
